Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,328,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
2011,2014,3JD,Parole,Black - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Yes,1083,New,D Felony,Property,Forgery/Fraud,No
2011,2014,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,952,New,D Felony,Property,Burglary,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,539,Tech,,,,Yes
2011,2014,4JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,7JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
2011,2014,7JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
2011,2014,4JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Burglary,Yes,126,New,Aggravated Misdemeanor,Property,Theft,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,Yes,541,New,C Felony,Drug,Trafficking,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,0,Tech,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,1059,New,C Felony,Drug,Trafficking,No
2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,485,New,D Felony,Public Order,OWI,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,659,New,Aggravated Misdemeanor,Violent,Assault,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,8JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,208,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,261,New,Aggravated Misdemeanor,Public Order,Other Public Order,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,144,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No
2011,2014,Interstate Compact,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,No
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2011,2014,,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,572,New,C Felony,Property,Theft,No
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,557,New,D Felony,Drug,Drug Possession,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,932,New,D Felony,Public Order,OWI,No
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,266,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,2JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Sex,Yes,435,Tech,,,,Yes
2011,2014,3JD,Parole,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,221,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,797,New,Aggravated Misdemeanor,Drug,Drug Possession,No
2011,2014,Interstate Compact,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,586,Tech,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
2011,2014,3JD,Parole,White - Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes,22,Tech,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Property,Burglary,Yes,833,New,Serious Misdemeanor,Drug,Drug Possession,Yes
2011,2014,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,8JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,Interstate Compact,Parole,White - Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
2011,2014,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2011,2014,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,975,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
2011,2014,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,450,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,668,New,Felony - Enhancement to Original Penalty,Property,Theft,No
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,761,New,C Felony,Drug,Trafficking,Yes
2011,2014,2JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2011,2014,3JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,181,New,Aggravated Misdemeanor,Public Order,Alcohol,No
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,4JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,245,New,Serious Misdemeanor,Public Order,Flight/Escape,No
2011,2014,Interstate Compact,Parole,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,924,New,C Felony,Drug,Trafficking,No
2011,2014,7JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2011,2014,7JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Hispanic,Under 25,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,331,New,Aggravated Misdemeanor,Violent,Assault,No
2011,2014,1JD,Parole,White - Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2011,2014,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2011,2014,,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2011,2014,5JD,Special Sentence,White - Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes,549,Tech,,,,Yes
2011,2014,2JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,2JD,Parole,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,651,New,D Felony,Public Order,Flight/Escape,Yes
2011,2014,3JD,Parole,White - Hispanic,Under 25,Male,D Felony,Public Order,Flight/Escape,No,,No Recidivism,,,,Yes
2011,2014,7JD,Parole,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2014,2017,,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,Interstate Compact,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2011,2014,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,275,New,D Felony,Property,Vandalism,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,Yes,936,New,A Felony,Violent,Murder/Manslaughter,No
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,391,Tech,,,,Yes
2011,2014,1JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,719,New,D Felony,Drug,Trafficking,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,No,,No Recidivism,,,,No
2011,2014,1JD,Special Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,720,New,D Felony,Property,Theft,No
2011,2014,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
2011,2014,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,523,Tech,,,,Yes
2011,2014,6JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,44,Tech,,,,Yes
2011,2014,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,172,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,305,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2011,2014,4JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,4JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2011,2014,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
2011,2014,7JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2011,2014,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,474,New,D Felony,Property,Theft,No
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,161,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2011,2014,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2011,2014,Interstate Compact,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,172,Tech,,,,No
2011,2014,5JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,87,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2011,2014,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,399,Tech,,,,Yes
2011,2014,,Discharged – End of Sentence,White - Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2011,2014,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
