Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivism - Return to Prison numeric
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,Other Public Order,1JD,Parole,Parole,No,0
2011,2014,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,1JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,2JD,Parole,Parole,Yes,0
2011,2014,White - Hispanic,35-44,C Felony,Violent,Murder/Manslaughter,,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Theft,7JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Sex,1JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,3JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,7JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Violent,Sex,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,2JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,4JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,2JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Interstate Compact,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Interstate Compact,Parole,Parole,No,0
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,6JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,55 and Older,D Felony,Public Order,Other Public Order,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Hispanic,25-34,C Felony,Violent,Other Violent,Interstate Compact,Parole,Parole,No,0
2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Other Violent,6JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,1JD,Special Sentence,Special Sentence,Yes,0
2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,7JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,7JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,B Felony,Violent,Other Violent,2JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Sex,2JD,Special Sentence,Special Sentence,Yes,0
2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,2JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Violent,Sex,6JD,Parole,Parole,Yes,0
2011,2014,White - Hispanic,35-44,C Felony,Violent,Sex,Interstate Compact,Special Sentence,Special Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,3JD,Special Sentence,Special Sentence,Yes,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,6JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Other Violent,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,7JD,Parole,Parole,Yes,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,8JD,Parole,Parole,Yes,0
2011,2014,White - Hispanic,35-44,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White -,45-54,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Hispanic,45-54,C Felony,Violent,Sex,Interstate Compact,Parole,Parole,No,0
2011,2014,Black - Non-Hispanic,55 and Older,C Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Other Drug,2JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,45-54,D Felony,Other,Other Criminal,2JD,Parole,Parole,Yes,0
2011,2014,Asian or Pacific Islander - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,8JD,Parole,Parole,Yes,0
2011,2014,Black - Non-Hispanic,35-44,B Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,0
2011,2014,American Indian or Alaska Native - Non-Hispanic,55 and Older,D Felony,Property,Theft,Interstate Compact,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,5JD,Special Sentence,Special Sentence,Yes,0
2011,2014,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,3JD,Parole,Parole,Yes,0
2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,45-54,B Felony,Other,Other Criminal,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,7JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Interstate Compact,Parole,Parole,No,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,2JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,0
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,0
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Kidnap,,Discharged End of Sentence,Discharged End of Sentence,No,0
